Driver,SpeedPoint,SpeedColumn,Speed_kmh
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,299.0
ANT,FL,SpeedFL,301.0
ANT,FL,SpeedFL,300.0
ANT,FL,SpeedFL,296.0
ANT,FL,SpeedFL,295.0
ANT,FL,SpeedFL,289.0
ANT,FL,SpeedFL,295.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,302.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,297.0
ANT,FL,SpeedFL,299.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,292.0
ANT,FL,SpeedFL,292.0
ANT,FL,SpeedFL,294.0
ANT,FL,SpeedFL,297.0
ANT,FL,SpeedFL,295.0
ANT,FL,SpeedFL,300.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,293.0
ANT,FL,SpeedFL,293.0
ANT,FL,SpeedFL,298.0
ANT,FL,SpeedFL,313.0
ANT,ST,SpeedST,272.0
ANT,ST,SpeedST,276.0
ANT,ST,SpeedST,280.0
ANT,ST,SpeedST,302.0
ANT,ST,SpeedST,290.0
ANT,ST,SpeedST,283.0
ANT,ST,SpeedST,293.0
ANT,ST,SpeedST,299.0
ANT,ST,SpeedST,298.0
ANT,ST,SpeedST,298.0
ANT,ST,SpeedST,292.0
ANT,ST,SpeedST,294.0
ANT,ST,SpeedST,292.0
ANT,ST,SpeedST,294.0
ANT,ST,SpeedST,291.0
ANT,ST,SpeedST,296.0
ANT,ST,SpeedST,295.0
ANT,ST,SpeedST,299.0
ANT,ST,SpeedST,298.0
ANT,ST,SpeedST,300.0
ANT,ST,SpeedST,298.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,295.0
ANT,ST,SpeedST,306.0
ANT,ST,SpeedST,302.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,302.0
ANT,ST,SpeedST,295.0
ANT,ST,SpeedST,297.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,306.0
ANT,ST,SpeedST,303.0
ANT,ST,SpeedST,304.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,295.0
ANT,ST,SpeedST,298.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,302.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,305.0
ANT,ST,SpeedST,304.0
ANT,ST,SpeedST,300.0
ANT,ST,SpeedST,301.0
ANT,ST,SpeedST,306.0
LEC,S1末端,SpeedI1,247.0
LEC,S1末端,SpeedI1,250.0
LEC,S1末端,SpeedI1,254.0
LEC,S1末端,SpeedI1,255.0
LEC,S1末端,SpeedI1,252.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,275.0
LEC,S1末端,SpeedI1,274.0
LEC,S1末端,SpeedI1,252.0
LEC,S1末端,SpeedI1,274.0
LEC,S1末端,SpeedI1,248.0
LEC,S1末端,SpeedI1,275.0
LEC,S1末端,SpeedI1,250.0
LEC,S1末端,SpeedI1,244.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,251.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,248.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,252.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,258.0
LEC,S1末端,SpeedI1,255.0
LEC,S1末端,SpeedI1,253.0
LEC,S1末端,SpeedI1,253.0
LEC,S1末端,SpeedI1,257.0
LEC,S1末端,SpeedI1,253.0
LEC,S1末端,SpeedI1,254.0
LEC,S1末端,SpeedI1,250.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,250.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,249.0
LEC,S1末端,SpeedI1,251.0
LEC,S1末端,SpeedI1,259.0
LEC,S1末端,SpeedI1,256.0
LEC,S1末端,SpeedI1,255.0
LEC,S1末端,SpeedI1,257.0
LEC,S1末端,SpeedI1,257.0
LEC,S1末端,SpeedI1,254.0
LEC,S1末端,SpeedI1,258.0
LEC,S1末端,SpeedI1,261.0
LEC,S2末端,SpeedI2,289.0
LEC,S2末端,SpeedI2,306.0
LEC,S2末端,SpeedI2,289.0
LEC,S2末端,SpeedI2,289.0
LEC,S2末端,SpeedI2,288.0
LEC,S2末端,SpeedI2,288.0
LEC,S2末端,SpeedI2,298.0
LEC,S2末端,SpeedI2,280.0
LEC,S2末端,SpeedI2,289.0
LEC,S2末端,SpeedI2,282.0
LEC,S2末端,SpeedI2,290.0
LEC,S2末端,SpeedI2,285.0
LEC,S2末端,SpeedI2,295.0
LEC,S2末端,SpeedI2,300.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,293.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,294.0
LEC,S2末端,SpeedI2,295.0
LEC,S2末端,SpeedI2,291.0
LEC,S2末端,SpeedI2,293.0
LEC,S2末端,SpeedI2,298.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,297.0
LEC,S2末端,SpeedI2,293.0
LEC,S2末端,SpeedI2,291.0
LEC,S2末端,SpeedI2,291.0
LEC,S2末端,SpeedI2,295.0
LEC,S2末端,SpeedI2,296.0
LEC,S2末端,SpeedI2,300.0
LEC,S2末端,SpeedI2,299.0
LEC,S2末端,SpeedI2,301.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,291.0
LEC,S2末端,SpeedI2,292.0
LEC,S2末端,SpeedI2,288.0
LEC,S2末端,SpeedI2,291.0
LEC,S2末端,SpeedI2,298.0
LEC,FL,SpeedFL,300.0
LEC,FL,SpeedFL,285.0
LEC,FL,SpeedFL,293.0
LEC,FL,SpeedFL,291.0
LEC,FL,SpeedFL,293.0
LEC,FL,SpeedFL,295.0
LEC,FL,SpeedFL,276.0
LEC,FL,SpeedFL,295.0
LEC,FL,SpeedFL,295.0
LEC,FL,SpeedFL,293.0
LEC,FL,SpeedFL,297.0
LEC,FL,SpeedFL,291.0
LEC,FL,SpeedFL,297.0
LEC,FL,SpeedFL,297.0
LEC,FL,SpeedFL,299.0
LEC,FL,SpeedFL,302.0
LEC,FL,SpeedFL,299.0
LEC,FL,SpeedFL,298.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,300.0
LEC,FL,SpeedFL,303.0
LEC,FL,SpeedFL,302.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,302.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,300.0
LEC,FL,SpeedFL,295.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,304.0
LEC,FL,SpeedFL,300.0
LEC,FL,SpeedFL,303.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,303.0
LEC,FL,SpeedFL,304.0
LEC,FL,SpeedFL,301.0
LEC,FL,SpeedFL,306.0
LEC,FL,SpeedFL,303.0
LEC,FL,SpeedFL,299.0
LEC,FL,SpeedFL,298.0
LEC,FL,SpeedFL,299.0
LEC,FL,SpeedFL,300.0
LEC,FL,SpeedFL,293.0
LEC,FL,SpeedFL,313.0
LEC,ST,SpeedST,269.0
LEC,ST,SpeedST,275.0
LEC,ST,SpeedST,271.0
LEC,ST,SpeedST,288.0
LEC,ST,SpeedST,283.0
LEC,ST,SpeedST,288.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,277.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,292.0
LEC,ST,SpeedST,291.0
LEC,ST,SpeedST,300.0
LEC,ST,SpeedST,302.0
LEC,ST,SpeedST,299.0
LEC,ST,SpeedST,297.0
LEC,ST,SpeedST,295.0
LEC,ST,SpeedST,303.0
LEC,ST,SpeedST,300.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,302.0
LEC,ST,SpeedST,300.0
LEC,ST,SpeedST,302.0
LEC,ST,SpeedST,293.0
LEC,ST,SpeedST,297.0
LEC,ST,SpeedST,300.0
LEC,ST,SpeedST,292.0
LEC,ST,SpeedST,301.0
LEC,ST,SpeedST,301.0
LEC,ST,SpeedST,288.0
LEC,ST,SpeedST,298.0
LEC,ST,SpeedST,301.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,291.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,298.0
LEC,ST,SpeedST,301.0
LEC,ST,SpeedST,301.0
LEC,ST,SpeedST,300.0
LEC,ST,SpeedST,304.0
LEC,ST,SpeedST,305.0
LEC,ST,SpeedST,294.0
LEC,ST,SpeedST,288.0
LEC,ST,SpeedST,288.0
LEC,ST,SpeedST,289.0
LEC,ST,SpeedST,277.0
